qc_hhgrid_w4_pergrid	PLEASE CODE THE PERSON YOU ARE SPEAKING TO
qc_scaparentingstyles_w4_ps3	"Next, we are interested in knowing a little about any of your children aged 10. Here is a list of ways you could interact with your child. Please mark the answer that best indicates how often you usually do each. I take [CHILD NAME]'s desires into account before asking [him/her] to do something."
qc_scaparentingstyles_w4_ps4	"Next, we are interested in knowing a little about any of your children aged 10. Here is a list of ways you could interact with your child. Please mark the answer that best indicates how often you usually do each. When [CHILD NAME] asks why [he/she] has to do something, I say 'because I say so' or 'I am your parent and I want you to'."
qc_scaparentingstyles_w4_ps5	"Next, we are interested in knowing a little about any of your children aged 10. Here is a list of ways you could interact with your child. Please mark the answer that best indicates how often you usually do each. I explain to [CHILD NAME] about how I feel about [his/her] good and bad behaviour."
qc_scaparentingstyles_w4_ps6	"Next, we are interested in knowing a little about any of your children aged 10. Here is a list of ways you could interact with your child. Please mark the answer that best indicates how often you usually do each. I spank [CHILD NAME] when [he/she] is disobedient."
qc_scaparentingstyles_w4_ps7	"Next, we are interested in knowing a little about any of your children aged 10. Here is a list of ways you could interact with your child. Please mark the answer that best indicates how often you usually do each. I encourage [CHILD NAME] to talk about [his/her] troubles and/or feelings."
qc_scaparentingstyles_w4_ps8	"Next, we are interested in knowing a little about any of your children aged 10. Here is a list of ways you could interact with your child. Please mark the answer that best indicates how often you usually do each. I find it difficult to discipline [CHILD NAME]."
qc_scaparentingstyles_w4_ps9	"Next, we are interested in knowing a little about any of your children aged 10. Here is a list of ways you could interact with your child. Please mark the answer that best indicates how often you usually do each. I encourage [CHILD NAME] to freely express [him/herself] even when disagreeing with parents."
qc_scaparentingstyles_w4_ps10	"Next, we are interested in knowing a little about any of your children aged 10. Here is a list of ways you could interact with your child. Please mark the answer that best indicates how often you usually do each. I punish by taking privileges away from [CHILD NAME] without telling [him/her] why."
qc_scaparentingstyles_w4_ps11	"Next, we are interested in knowing a little about any of your children aged 10. Here is a list of ways you could interact with your child. Please mark the answer that best indicates how often you usually do each. I emphasise the reasons for rules to [CHILD NAME]"
qc_scaparentingstyles_w4_ps12	"Next, we are interested in knowing a little about any of your children aged 10. Here is a list of ways you could interact with your child. Please mark the answer that best indicates how often you usually do each. I give comfort and understanding when [CHILD NAME] is upset."
qc_scaparentingstyles_w4_ps13	"Next, we are interested in knowing a little about any of your children aged 10. Here is a list of ways you could interact with your child. Please mark the answer that best indicates how often you usually do each. I yell or shout when [CHILD NAME] misbehaves."
qc_scaparentingstyles_w4_ps14	"Next, we are interested in knowing a little about any of your children aged 10. Here is a list of ways you could interact with your child. Please mark the answer that best indicates how often you usually do each. I give praise when [CHILD NAME] is good."
qc_scaparentingstyles_w4_ps15	"Next, we are interested in knowing a little about any of your children aged 10. Here is a list of ways you could interact with your child. Please mark the answer that best indicates how often you usually do each. I give in to [CHILD NAME] when [he/she] causes a commotion or creates a fuss about something."
qc_scaparentingstyles_w4_ps16	"Next, we are interested in knowing a little about any of your children aged 10. Here is a list of ways you could interact with your child. Please mark the answer that best indicates how often you usually do each. I explode in anger towards [CHILD NAME]."
qc_scaparentingstyles_w4_ps17	"Next, we are interested in knowing a little about any of your children aged 10. Here is a list of ways you could interact with your child. Please mark the answer that best indicates how often you usually do each. I threaten [CHILD NAME] with punishment more often than actually giving it."
qc_scaparentingstyles_w4_ps18	"Next, we are interested in knowing a little about any of your children aged 10. Here is a list of ways you could interact with your child. Please mark the answer that best indicates how often you usually do each. I take into account [CHILD NAME]'s likes and dislikes when making plans for the family."
qc_scaparentingstyles_w4_ps19	"Next, we are interested in knowing a little about any of your children aged 10. Here is a list of ways you could interact with your child. Please mark the answer that best indicates how often you usually do each. I grab [CHILD NAME] when [he/she] is being disobedient."
qc_scaparentingstyles_w4_ps20	"Next, we are interested in knowing a little about any of your children aged 10. Here is a list of ways you could interact with your child. Please mark the answer that best indicates how often you usually do each. I state punishments to [CHILD NAME] and do not actually do them."
qc_scaparentingstyles_w4_ps21	"Next, we are interested in knowing a little about any of your children aged 10. Here is a list of ways you could interact with your child. Please mark the answer that best indicates how often you usually do each. I show respect for [CHILD NAME]'s opinions by encouraging [him/her] to express them."
qc_scaparentingstyles_w4_ps22	"Next, we are interested in knowing a little about any of your children aged 10. Here is a list of ways you could interact with your child. Please mark the answer that best indicates how often you usually do each. I allow [CHILD NAME] to give input into family rules."
qc_scaparentingstyles_w4_ps23	"Next, we are interested in knowing a little about any of your children aged 10. Here is a list of ways you could interact with your child. Please mark the answer that best indicates how often you usually do each. I scold and criticise to make [CHILD NAME] improve."
qc_scaparentingstyles_w4_ps24	"Next, we are interested in knowing a little about any of your children aged 10. Here is a list of ways you could interact with your child. Please mark the answer that best indicates how often you usually do each. I spoil [CHILD NAME]."
qc_scaparentingstyles_w4_ps25	"Next, we are interested in knowing a little about any of your children aged 10. Here is a list of ways you could interact with your child. Please mark the answer that best indicates how often you usually do each. I give [CHILD NAME] reasons why rules should be obeyed or followed."
qc_scaparentingstyles_w4_ps26	"Next, we are interested in knowing a little about any of your children aged 10. Here is a list of ways you could interact with your child. Please mark the answer that best indicates how often you usually do each. I use threats as punishment with little or no justification or explanation."
qc_scaparentingstyles_w4_ps27	"Next, we are interested in knowing a little about any of your children aged 10. Here is a list of ways you could interact with your child. Please mark the answer that best indicates how often you usually do each. I have warm, happy and comforting times together with [CHILD NAME]."
qc_scaparentingstyles_w4_ps28	"Next, we are interested in knowing a little about any of your children aged 10. Here is a list of ways you could interact with your child. Please mark the answer that best indicates how often you usually do each. I punish [CHILD NAME] by putting [him/her] somewhere alone with little or no explanation."
qc_scaparentingstyles_w4_ps29	"Next, we are interested in knowing a little about any of your children aged 10. Here is a list of ways you could interact with your child. Please mark the answer that best indicates how often you usually do each. I help [CHILD NAME] to understand the effect of behaviour by encouraging [CHILD NAME] to talk about the consequences of [his/her] own actions."
qc_scaparentingstyles_w4_ps30	"Next, we are interested in knowing a little about any of your children aged 10. Here is a list of ways you could interact with your child. Please mark the answer that best indicates how often you usually do each. I scold or criticise when [CHILD NAME]'s behaviour doesn't meet my expectations."
qc_scaparentingstyles_w4_ps31	"Next, we are interested in knowing a little about any of your children aged 10. Here is a list of ways you could interact with your child. Please mark the answer that best indicates how often you usually do each. I explain the consequences of [CHILD NAME]'s behaviour."
qc_scaparentingstyles_w4_ps32	"Next, we are interested in knowing a little about any of your children aged 10. Here is a list of ways you could interact with your child. Please mark the answer that best indicates how often you usually do each. I slap [CHILD NAME] when [he/she] misbehaves."
qc_casiend_w4_casiend	Thank you. Please now return the laptop to the Interviewer
qc_casiend_w4_casiintno	ENTER YOUR INTERVIEWER NUMBER TO CONTINUE
qc_educationconsents_w4_schoolcntry	Did you attend school or college in the UK?
qc_educationconsents_w4_edlink	"Information about your education is held by The Department for Education {if SCHOOLCNTRY = 1} / the Education Analytical Services {if SCHOOLCNTRY = 2} / The Department for Education and Skills {if SCHOOLCNTRY = 3} / The Department of Education and the Education and Skills Authority {if SCHOOLCNTRY = 4}. This information includes details such as the schools or colleges you've attended, the courses you've studied and the qualifications you've gained as well as other characteristics such as attendance, suspensions or exclusions, whether you have/had a special educational need, or have ever been eligible for free school meals. We would like to add this information to your survey answers. This will create a more accurate picture of your life and experiences, and will be used for research and statistical purposes only. It will be kept confidential and names and addresses are never included in the results. No individual can be identified in reports. We would like to link in information about your education to your survey responses on a yearly basis. To do this we need your permission to pass the minimum amount of your personal details (your full name, gender, date of birth and full address) to The Department for Education {if SCHOOLCNTRY = 1} / the Education Analytical Services {if SCHOOLCNTRY = 2} / The Department for Education and Skills {if SCHOOLCNTRY = 3} / The Department of Education and the Education and Skills Authority {if SCHOOLCNTRY = 4} so they can identify your individual education record. They will then create a link between this record and your survey responses before making your records anonymous. The education record will be placed on a secure website so that researchers can use it for research and statistical purposes. Further information about what will happen to your data can be found in this leaflet and can also be found on the Understanding Society website. You may withdraw your permission for The Department for Education {if SCHOOLCNTRY = 1} / the Education Analytical Services {if SCHOOLCNTRY = 2} / The Department for Education and Skills {if SCHOOLCNTRY = 3} / The Department of Education and the Education and Skills Authority {if SCHOOLCNTRY = 4} to disclose your information at anytime. Details on how to do this can be found in the leaflet and on the website."
qc_educationconsents_w4_educsn	TRANSFER THE FOLLOWING SERIAL NUMBER AT 'A' ON RED CONSENT FORM 'ADDING INFORMATION FROM ADMINISTRATIVE EDUCATION RECORDS - ADULTS' IN THE BOXES SHOWN BELOW. [SERIAL] [HOUSEHOLD NUMBER] [PERSON NUMBER] [CHECK LETTER]
qc_educationconsents_w4_educlinkb	"HAS RESPONDENT GIVEN CONSENT TO LINK TO EDUCATION DATA IN THE PLACES ON THE CONSENT FORM SHOWN BELOW? RESPONDENT MUST HAVE INITIALLED AT 'B' AND SIGNED, DATED AND PRINTED NAME AT 'C'. INTERVIEWER MUST HAVE WITNESSED CONSENT AND SIGNED, DATED AND PRINTED NAME AT 'D'. IF INTERVIEW IN ENGLAND: HAND OVER THE PRIVACY NOTICE."
qc_educationconsents_w4_edlinkconf	"In the past, you provided permission for us to obtain your education information from The Department for Education {if SCHOOLCNTRY = 1} / the Education Analytical Services {if SCHOOLCNTRY = 2} / The Department for Education and Skills {if SCHOOLCNTRY = 3} / The Department of Education and the Education and Skills Authority {if SCHOOLCNTRY = 4}. We would very much like to be able to continue with this data linkage on a yearly basis to create a more accurate picture of your life and experiences. Further information about what will happen to your data can be found in this leaflet and can also be found on the Understanding Society website. You may withdraw your permission for The Department for Education {if SCHOOLCNTRY = 1} / the Education Analytical Services {if SCHOOLCNTRY = 2} / The Department for Education and Skills {if SCHOOLCNTRY = 3} / The Department of Education and the Education and Skills Authority {if SCHOOLCNTRY = 4} to disclose your education information at anytime. Details on how to do this can be found in the leaflet and on the website."
qc_educationconsents_w4_edlinkconfb	"On this basis, can we continue to obtain your education record from The Department for Education {if SCHOOLCNTRY = 1} / the Education Analytical Services {if SCHOOLCNTRY = 2} / The Department for Education and Skills {if SCHOOLCNTRY = 3} / The Department of Education and the Education and Skills Authority {if SCHOOLCNTRY = 4} for the purpose of adding the data to your survey responses?"
qc_educationconsents_w4_edlinkkide	"The Department for Education holds information about your child's education. This information includes details on the schools or colleges attended, the courses studied and the qualifications gained as well as other characteristics such as attendance, suspensions or exclusions, whether they have/had a special educational need, or have ever been eligible for free school meals. We would like to add this information to your survey answers and those of your child {if child aged 10-15}. This will create a more accurate picture of your child's life and experiences, and will be used for research and statistical purposes only. It will be kept confidential and names and addresses are never included in the results. No individual can be identified in reports. We would like to link in information about your child's education to your survey responses and those of your child {if child aged 10-15} on a yearly basis.To do this we need your permission to pass the minimum amount of your child's personal details (full name, gender, date of birth and full address) to The Department for Education so they can identify your child's individual education record. They will then create a link between this record and your survey responses and those of your child {if child aged 10-15}, before making your child's records anonymous. The education record will be placed on a secure website so that researchers can use it for research and statistical purposes. Further information about what will happen to your child's data can be found in this leaflet and can also be found on the Understanding Society website. You may withdraw your permission for The Department for Education to disclose your information at anytime. Details on how to do this can be found in the leaflet and on the website."
qc_educationconsents_w4_edlinkkidswn	"We would like to add some information from your child's/children's administrative education records to the answers you have given. This will create a more accurate picture of your child's life and experiences, and will be used for research and statistical purposes only. It will be kept confidential and names and addresses are never included in the results. No individual can be identified in reports. This leaflet gives you information about what we would like to do. Please read it, ask me any questions and sign the form if you are happy for us to do this."
qc_educationconsents_w4_educkidsn	TRANSFER THE FOLLOWING SERIAL NUMBER AT 'A' ON GREEN CONSENT FORM ADDING INFORMATION FROM ADMINISTRATIVE EDUCATION RECORDS - CHILDREN (4-15 YRS) IN THE BOXES SHOWN BELOW: [SERIAL] [HOUSEHOLD NUMBER] [PERSON NUMBER OF RESPONSIBLE ADULT] [CHECK LETTER]
qc_educationconsents_w4_educkidsn2	TRANSFER THE FOLLOWING INFORMATION TO 'B' ON LINE ( [1] ) OF GREEN CONSENT FORM ADDING INFORMATION FROM ADMINISTRATIVE EDUCATION RECORDS - CHILDREN (4-15 YRS) IN THE BOXES BELOW: [CHILD FORENAME] [CHILD SURNAME] [CHILD PERSON NUMBER] [CHILD DATE OF BIRTH]
qc_educationconsents_w4_edlinkkidbe	"Can we have your permission for us to provide the Department for Education with [CHILD NAME] 's personal information (including their full name, gender, date of birth and full address) so that their education records can be linked to your survey answers and the responses that your child provides in his/her questionnaire {if child aged 10-15}?"
qc_educationconsents_w4_edlinkkidbswn	RESPONDENT MUST HAVE INITIALLED ON LINE ([1]) AT 'C'
qc_educationconsents_w4_signeduckids	"HAS RESPONDENT SIGNED, DATED AND PRINTED NAME TO GIVE THEIR CONSENT AT 'D' ON THE CONSENT FORM SHOWN BELOW AND INTERVIEWER WITNESSED CONSENT AND SIGNED, DATED AND PRINTED NAME AT 'E'?"
qc_educationconsents_w4_edlinkkidconfe	"In the past, you provided permission for us to obtain your child's education information from the Department for Education. We would very much like to be able to continue with this data linkage on a yearly basis to create a more accurate picture of your child's life and experiences. Further information about what will happen to your child's data can be found in this leaflet and can also be found on the Understanding Society website. You may withdraw your permission for the Department for Education to disclose your child's education information at anytime. Details on how to do this can be found in the leaflet and on the website."
qc_educationconsents_w4_edlinkkidconfswn	"In the past, you provided permission for us to add some information from your child's/children's administrative education records to the answers you have given. We would very much like to be able to continue with this data linkage to create a more accurate picture of your child's life and experiences. This will be used for research and statistical purposes only. It will be kept confidential and names and addresses are never included in the results. No individual can be identified in reports. This leaflet gives you information about what we would like to do. Please read it and ask me any questions you may have."
qc_educationconsents_w4_edlinkconfkidbe	"On this basis, can we continue to obtain [CHILD NAME] 's education record from the Department for Education for the purpose of adding the data to your survey and your child's survey {if child aged 10-15} responses?"
qc_educationconsents_w4_edlinkconfkidbswn	"On this basis, can we continue to obtain [CHILD NAME] 's education records for the purpose of adding the data to your survey and your child's survey {if child aged 10-15} responses?"
qc_benefitconsents_w4_benlink	"Thank you for taking part in this study. Your answers are of great value and interest to many academic and social policy researchers who will make good use of them. We would like to add records held by the Department for Work and Pensions {if region = England/Scotland/Wales} / Social Security Agency {if region = Northern Ireland}, containing information they hold on your benefit claims and time on employment programs, to the responses you have given to this study. Linking the information will help us to get a fuller picture about who claims benefits or seeks help from the DWP {if region = England/Scotland/Wales} / SSA {if region = Northern Ireland}. All information will be used for research purposes only. It will be used by academic or policy researchers under restricted access arrangements which make sure that the information is used responsibly and safely. Please read this leaflet explaining how we would like to attach your DWP {if region = England/Scotland/Wales} / SSA {if region = Northern Ireland} records to the answers you have given in this study and let me know if you have any questions. Do you give permission for us to pass your name, address, sex and date of birth to the DWP {if region = England/Scotland/Wales} / SSA {if region = Northern Ireland} for this purpose?"
qc_healthconsents_w4_hlthlink	"We would like to add some information from administrative health records to the answers you have given. This leaflet gives you information about what we would like to do. Please read it, ask me any questions and sign the form if you are happy for us to do this."
qc_healthconsents_w4_healthsn	TRANSFER THE FOLLOWING SERIAL NUMBER AT 'A' ON BLUE CONSENT FORM ADDING INFORMATION FROM ADMINISTRATIVE HEALTH RECORDS - ADULTS (16+) IN THE BOXES SHOWN BELOW. [SERIAL] [HOUSEHOLD NUMBER] [PERSON NUMBER] [CHECK LETTER]
qc_healthconsents_w4_hlthlinkb	"HAS RESPONDENT GIVEN CONSENT TO LINK TO HEALTH DATA IN THE PLACES ON THE CONSENT FORM SHOWN BELOW? RESPONDENT MUST HAVE INITIALLED AT 'B' AND SIGNED, DATED AND PRINTED NAME AT 'D'"
qc_healthconsents_w4_flaglinkb	"HAS RESPONDENT GIVEN CONSENT TO LINK TO NHS-CR DATA IN THE PLACES ON THE CONSENT FORM SHOWN BELOW? RESPONDENT MUST HAVE INITIALLED AT 'C' AND SIGNED, DATED AND PRINTED NAME AT 'D'."
qc_healthconsents_w4_intsignhealth	HAVE YOU ALSO SIGNED TO WITNESS THAT RESPONDENT HAS GIVEN CONSENT AT 'E' ON THE CONSENT FORM SHOWN BELOW?
qc_healthconsents_w4_hlthkidlink	We would also like to add further information on your child's health and use of health services. Could you read through this form and sign it if you wish to give permission.
qc_healthconsents_w4_healthkidsn	TRANSFER THE FOLLOWING SERIAL NUMBER AT 'A' ON YELLOW CONSENT FORM ADDING INFORMATION FROM ADMINISTRATIVE HEALTH RECORDS - CHILDREN (0-15 YRS) IN THE BOXES SHOWN BELOW. [SERIAL] [HOUSEHOLD NUMBER] [PERSON NUMBER OF RESPONSIBLE ADULT] [CHECK LETTER]
qc_healthconsents_w4_healthkidsn2	TRANSFER THE FOLLOWING INFORMATION TO 'B' ON LINE ( [1] ) OF YELLOW CONSENT FORM B IN THE BOXES SHOWN BELOW. [CHILD NAME] [CHILD PERSON NUMBER] [CHILD DATE OF BIRTH]
qc_healthconsents_w4_hlthkidlinkb	HAS RESPONDENT GIVEN CONSENT TO LINK TO HEALTH DATA FOR [CHILD NAME] IN THE PLACES ON THE CONSENT FORM SHOWN BELOW? RESPONDENT MUST HAVE INITIALLED ON LINE ([1]) AT 'C'
qc_healthconsents_w4_flagkidlinkb	HAS RESPONDENT GIVEN CONSENT TO LINK TO NHS-CR DATA FOR [CHILD NAME] IN THE PLACES ON THE CONSENT FORM SHOWN BELOW? RESPONDENT MUST HAVE INITIALLED ON LINE ([1]) AT 'D'
qc_healthconsents_w4_signhealthki	"HAS RESPONDENT SIGNED, DATED AND PRINTED NAME TO GIVE THEIR CONSENT AT 'E' ON THE CONSENT FORM SHOWN BELOW? INTERVIEWER MUST ALSO HAVE WITNESSED CONSENT AND SIGNED, DATED AND PRINTED NAME AT 'F'."
qc_contactdetails_w4_intcontact	Thank you very much for your time and patience. You have been a great help. One of the things we are most interested in is how things might change. We would like to contact you again in about a years time and we may also contact you to make sure you were satisfied with the way the interview was conducted {if CAPI}.
qc_contactdetails_w4_detinc	Earlier you said that you expect to move in the coming year. To help us keep in contact {if DEMOGRAPHICS.XPMOVE = 1} I would just like to confirm the following details we have on record for you. We have...
qc_contactdetails_w4_rhland	Could I please have your home landline number?
qc_contactdetails_w4_rphmob	And can I please have your personal mobile phone number?
qc_contactdetails_w4_rphwrk	Can I have a work phone number?
qc_contactdetails_w4_hasemail	"In the future it may be possible to complete your Understanding Society interview on-line. To do this, we would need your email address so that we can send you a unique link to the survey. We would also like to use your email address to contact you if we have lost touch with you. What is your email address?"
qc_contactdetails_w4_remail	ENTER E-MAIL ADDRESS
qc_contactdetails_w4_soccont	"May we send you a message through any social networking web site such as Facebook or LinkedIn if we are unable to reach you through mail, telephone or regular e-mail?"
qc_contactdetails_w4_othcont	Do you have any other contact details you can give me?
qc_contactdetails_w4_rcotherd	What are the details for this other type of contact?
qc_stablecontact_w4_ctcons	Sometimes people move homes and forget to let us know. It's really helpful to have the contact details of someone such as a relative or friend who would be able to let us know how to contact you. So it would be great if you could give us the details of someone who could simply put us back in touch with you.
qc_stablecontact_w4_ctconsconf	"Last year, you told us that [ff_ctname], who is your [ff_ctrel], would know where to find you if you had moved. Are the following details correct?"
qc_stablecontact_w4_ctname	What is your contact's name and title?
qc_stablecontact_w4_ctadd1	ENTER ADDRESS LINE 1 (NUMBER AND STREET)
qc_stablecontact_w4_ctadd2	ENTER ADDRESS LINE 2 (ADDITIONAL NUMBER AND STREET IF ANY)
qc_stablecontact_w4_cttown	ENTER TOWN
qc_stablecontact_w4_ctcnty	ENTER COUNTY
qc_stablecontact_w4_ctpcode	ENTER POST CODE
qc_stablecontact_w4_cttel1	ENTER CONTACT TELEPHONE NUMBER. IF NO NUMBER ENTER CTRL K
qc_stablecontact_w4_cttel2	ENTER ALTERNATIVE TELEPHONE NUMBER FOR THE CONTACT. IF NO NUMBER ENTER CTRL K
qc_stablecontact_w4_ctemail	ENTER CONTACT EMAIL. IF NO EMAIL ENTER CTRL K
qc_stablecontact_w4_ctrel	What is that person's relationship to you?
qc_interviewerobs_w4_finobsq	"THE NEXT QUESTIONS ARE FOR YOU TO MAKE YOUR OBSERVATIONS ABOUT THE INTERVIEW, SO MAKE SURE THAT THE RESPONDENT CANNOT SEE YOUR SCREEN"
qc_interviewerobs_w4_ivcoop	"IN GENERAL, THE RESPONDENT'S COOPERATION DURING THE INTERVIEW WAS..."
qc_interviewerobs_w4_susp	WAS THE RESPONDENT SUSPICIOUS ABOUT THE STUDY AFTER THE INTERVIEW WAS COMPLETED?
qc_interviewerobs_w4_undqus	"IN GENERAL, HOW WOULD YOU DESCRIBE THE RESPONDENT'S UNDERSTANDING OF THE QUESTIONS?"
qc_interviewerobs_w4_ivprsnt	WERE ANY OTHER PEOPLE PRESENT DURING THE INTERVIEW?
qc_interviewerobs_w4_ivinfnce	DID ANY OF THESE PEOPLE SEEM TO INFLUENCE ANY OF THE ANSWERS GIVEN BY THE RESPONDENT?
qc_interviewerobs_w4_ivaffct	IN WHAT WAY WAS RESPONDENT INFLUENCED?
qc_interviewerobs_w4_ivlieng	WAS THE INTERVIEW CONDUCTED ENTIRELY IN ENGLISH?
qc_interviewerobs_w4_ivlitrans	"APART FROM ENGLISH, IN WHICH OTHER LANGUAGE WAS THE INTERVIEW CONDUCTED?"
qc_interviewerobs_w4_ivlioth	WHICH OTHER LANGUAGE?
qc_interviewerobs_w4_ivliwho	WHO ASKED THE TRANSLATED QUESTIONS?
qc_interviewerobs_w4_ivlibal	HOW MUCH OF THE QUESTIONNAIRE WAS CONDUCTED IN LITRANS(INDINTRO.LIENG = 2) IVLITRANS(IVLIENG = 2)?
qc_indintro_w4_lieng	WILL THIS INTERVIEW BE CONDUCTED IN ENGLISH?
qc_indintro_w4_litrans	WHICH LANGUAGE WILL THE INTERVIEW BE CONDUCTED IN?
qc_indintro_w4_lioth	WHICH OTHER LANGUAGE?
qc_indintro_w4_liwho	WHO WILL ASK TRANSLATED QUESTIONS?
qc_indintro_w4_lihow	HOW WILL QUESTIONS BE TRANSLATED?
qc_indintro_w4_intro	"This interview is completely voluntary, if we should come to any question that you don't want to answer, just let me know and we'll go onto the next question."
qc_proxy_w4_iproxy	ARE YOU ABLE TO DO A PROXY INTERVIEW ABOUT [NAME] NOW?
qc_proxy_w4_pintro	I would first like to confirm some details about [NAME] already given in the opening part of the interview.
qc_proxy_w4_prsex	ASK IF NECESSARY PROXY RESPONDENT'S SEX
qc_proxy_w4_prel	What is your relationship to [NAME]?
qc_proxy_w4_preason	ASK IF NECESSARY WHAT IS THE REASON [NAME] IS BEING PROXIED?
qc_proxy_w4_pripn	CODE FROM HHGRID PNO OF PROXY INFORMANT. CODE '0' IF NOT IN HOUSEHOLD
qc_proxy_w4_mvever	Has [NAME] personally lived at this address her/his whole life?
qc_proxy_w4_mvmnth	When did [NAME] personally move to this address?
qc_proxy_w4_mvyr	When did [NAME] personally move to this address?
qc_proxy_w4_ukborn	"Was [NAME] born in the UK, that is in England, Scotland, Wales or Northern Ireland?"
qc_proxy_w4_plbornc	In which country was [NAME] born?
qc_proxy_w4_plboth	PLEASE WRITE IN COUNTRY
qc_proxy_w4_yr2uk4	"In what year did [NAME] first come to this country to live, even if she/he has spent time abroad since?"
qc_proxy_w4_jbstat	Please look at this card and tell me what best describes [NAME]'s current employment situation?
qc_proxy_w4_lprnt	"Does [NAME] have, or has [NAME] ever [had/fathered] any biological children?"
qc_proxy_w4_lnprnt	"Can I just check, how many biological children has [NAME] [had/fathered] in all?"
qc_proxy_w4_ch1bm	Can you please tell me the date of birth of [NAME]'s eldest (first born) child? Month and year is fine if you know them. ENTER MONTH
qc_proxy_w4_ch1by	Can you please tell me the date of birth of [NAME]'s eldest (first born) child? Month and year is fine if you know them. ENTER YEAR
qc_proxy_w4_school	How old was [NAME] when he/she left school?
qc_proxy_w4_scend	WRITE IN AGE [NAME] LEFT SCHOOL
qc_proxy_w4_fenow	"And how old was [NAME] when he/she left college or university, or when he/she finished or stopped his/her course?"
qc_proxy_w4_feend	WRITE IN AGE [NAME] LEFT COLLEGE OR UNIVERSITY
qc_proxy_w4_qfhigh	Please look at this card and tell me whether [NAME] has any of these educational or school qualifications. Just tell me the first one that [NAME] has.
qc_proxy_w4_qualoc	"Can I just check, did [NAME] gain this qualification in the UK?"
qc_proxy_w4_qfvoc	"And which of the following vocational or other qualifications does [NAME] have, if any?"
qc_proxy_w4_sf1	"In general, would you say [NAME]'s health is..."
qc_proxy_w4_health	"Does [NAME] have any long-standing physical or mental impairment, illness or disability? By 'long-standing' I mean anything that has troubled [NAME] over a period of at least 12 months or that is likely to trouble [NAME] over a period of at least 12 months."
qc_proxy_w4_aidhh	"Is there anyone living with [NAME] who is sick, disabled or elderly whom [NAME] looks after or gives special help to (for example, a sick, disabled or elderly relative/husband/wife/friend etc)?"
qc_proxy_w4_aidhua	Who does [NAME] look after?
qc_proxy_w4_jbhas	Did [NAME] do any paid work last week - that is in the seven days ending last Sunday - either as an employee or self-employed?
qc_proxy_w4_jboff	Even though [NAME] wasn't working did she/he have a job that she/he was away from last week?
qc_proxy_w4_jboffy	What was the main reason [NAME] was away from work last week?
qc_proxy_w4_pjulk4wk	Has [NAME] looked for any kind of paid work or government training scheme in the last four weeks?
qc_proxy_w4_jbterm1	"Leaving aside [NAME]'s own personal intentions and circumstances, is [NAME]'s job..."
qc_proxy_w4_jbterm2	"In what way is the job not permanent, is it..."
qc_proxy_w4_jbsic07	What does the firm/organisation [NAME] works for mainly make or do (at the place where she/he works)?
qc_proxy_w4_jbsoc00	"What was [NAME]'s (main) job last week? Please tell me the exact job title, if you can, and describe fully the sort of work they do."
qc_proxy_w4_jbsemp	Is [NAME] an employee or self-employed?
qc_proxy_w4_jbbgd	"And on what date did [NAME] start working in her/his present job? (If she/he has been promoted or changed grades, please give me the date of that change if it is known. Otherwise please give me the date when [NAME] started doing the job she/he is doing now for her/his present employer). ENTER DAY"
qc_proxy_w4_jbbgm	"And on what date did [NAME] start working in her/his present job? (If she/he has been promoted or changed grades, please give me the date of that change if it is known. Otherwise please give me the date when [NAME] started doing the job she/he is doing now for her/his present employer). ENTER MONTH"
qc_proxy_w4_jbbgy	"And on what date did [NAME] start working in her/his present job? (If she/he has been promoted or changed grades, please give me the date of that change if it is known. Otherwise please give me the date when [NAME] started doing the job she/he is doing now for her/his present employer). ENTER YEAR"
qc_proxy_w4_jbmngr	Does [NAME] have any managerial duties or does [NAME] supervise any other employees?
qc_proxy_w4_jbhrs	"Thinking about [NAME]'s (main) job, how many hours, excluding overtime and meal breaks, is [he/she] expected to work in a normal week?"
qc_proxy_w4_pjbptft	Would you say that [NAME]'s current job is part-time or full-time?
qc_proxy_w4_jbpl	Does [NAME] work mainly...
qc_proxy_w4_jsboss	Does [NAME] have any employees?
qc_proxy_w4_jssize	How many people does [NAME] employ?
qc_proxy_w4_jstypeb	Which of these best describes [NAME]'s employment situation...
qc_proxy_w4_jshrs	How many hours in total does [NAME] usually work a week in her/his job?
qc_proxy_w4_pjsptft	Would you say that [NAME]'s current job is part-time or full-time?
qc_proxy_w4_jspl	Where does [NAME] mainly work? Is it...
qc_proxy_w4_prearn	Would you please look at this card and give me the number for the group in which you would place [NAME]'s total earnings from this job before tax and other deductions?
qc_proxy_w4_prearnw	CODE WEEKLY INCOME BEFORE TAX
qc_proxy_w4_prearna	CODE ANNUAL INCOME BEFORE TAX
qc_proxy_w4_pbnft	Please look at this card and tell me which if any of the types of income does [NAME] currently receive?
qc_proxy_w4_drive	Does [NAME] have a driving licence?
qc_proxy_w4_caruse	Does [NAME] normally have access to a car or van that she/he can use whenever she/he wants to?
qc_proxy_w4_mobuse	Does [NAME] personally have a mobile phone?
qc_proxy_w4_netuse	Does [NAME] regularly use the internet?
qc_proxy_w4_prfitb	Would you please look at this card and give me the number for the group in which you would place [NAME]'s total personal income from all sources before tax and other deductions?
qc_proxy_w4_prfitbw	CODE WEEKLY TOTAL PERSONAL INCOME BEFORE TAX
qc_proxy_w4_prfitba	CODE ANNUAL TOTAL PERSONAL INCOME BEFORE TAX
